tax_id,name,common_name,tax_level,species_taxid,genus_taxid,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,NT_percentconcordant,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_percentconcordant,NR_maxzscore
2133945,Bradyrhizobium sp. MOS004,"",1,2133945,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,21.3012789,,,100.0,18.0,0.705,100.0,92.9831,52.9444,217.006958,0.0,100.0
1680160,Bradyrhizobium sp. NAS96.2,"",1,1680160,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0034678080497431807,,,-0.2942889,1.0,0.039,-0.2942889,100.0,50.0,307.6526489,0.0,-0.2942889
1230476,Bradyrhizobium sp. DFCI-1,"",1,1230476,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00347270299299066,,,-0.2947043,1.0,0.039,-0.2947043,100.0,28.0,307.6526489,0.0,-0.2947043
142585,Bradyrhizobium sp. C9,"",1,142585,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00351053805264162,,,-0.2979151,1.0,0.039,-0.2979151,100.0,49.0,307.6526489,0.0,-0.2979151
172088,Bradyrhizobium sp. th.b2,"",1,172088,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.006991105477802161,,,-0.2966434,2.0,0.078,-0.2966434,100.0,49.5,307.6526489,0.0,-0.2966434
1437360,Bradyrhizobium erythrophlei,"",1,1437360,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.01092622034954736,,,-0.3090776,3.0,0.117,-0.3090776,89.8,49.0,307.6526489,0.0,-0.3090776
375,Bradyrhizobium japonicum,"",1,375,374,41294,Bacteria,0,5.0,0.195,-0.3352855,93.1932,120.0,56.1358414,0.0,-0.019874031080582253,0.49702,34.257309,-0.3352855,0,0,-100,0.0,0.0,0.0,0.0,-0.3352855
29448,Bradyrhizobium elkanii,"",1,29448,374,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.021911801954979198,,,-0.3085984,6.0,0.235,-0.3085984,98.65,49.1667,307.6526489,0.0,-0.3085984
2057741,Bradyrhizobium sp. SK17,"",1,2057741,374,41294,Bacteria,0,23.0,0.901,-0.2977362,92.591,151.652,73.6182709,0.0,-0.08154418818261043,2.28628,2155.4118652,-0.2977362,0,0,-100,0.0,0.0,0.0,0.0,-0.2977362
1883,Streptomyces,"",2,-100,1883,2062,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,16.48514912,,,-0.4683281,12.0,0.47,-0.4683281,89.6702,64.6667,153.3615417,0.0,-0.4683281
51201,Streptomyces griseocarneus,"",1,51201,1883,2062,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,16.48514912,,,100.0,9.0,0.352,100.0,90.9889,58.2222,188.383728,0.0,100.0
1901,Streptomyces clavuligerus,"",1,1901,1883,2062,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.012077411814436412,,,-0.2204133,3.0,0.117,-0.2204133,85.714,84.0,48.2949905,0.0,-0.2204133
1198138,Bcep78virus,"",2,-100,1198138,10662,Viruses,1,0,0,-100,0.0,0.0,0.0,0.0,11.21931291,,,2.8767469,1.0,0.039,2.8767469,72.9,48.0,307.6526489,0.0,2.8767469
446807,Burkholderia virus BcepNY3,"",1,446807,1198138,10662,Viruses,1,0,0,-100,0.0,0.0,0.0,0.0,11.21931291,,,100.0,1.0,0.039,100.0,72.9,48.0,307.6526489,0.0,100.0
40463,Peniophora,"",2,-100,40463,103393,Eukaryota,0,7.0,0.274,1.2409512,98.7571,150.0,87.9348984,0.0,9.67941936,0.69583,0.049823,1.2409512,0,0,-100,0.0,0.0,0.0,0.0,1.2409512
55348,Peniophora cinerea,"",1,55348,40463,103393,Eukaryota,0,2.0,0.078,100.0,100.0,150.0,90.4814835,0.0,9.67941936,0.19881,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
40464,Peniophora nuda,"",1,40464,40463,103393,Eukaryota,0,1.0,0.039,15.222558,98.0,150.0,86.3665314,0.0,0.7367276130696144,0.0994,0.0002759,15.222558,0,0,-100,0.0,0.0,0.0,0.0,15.222558
1321910,Peniophora sp. 213 OA-2013,"",1,1321910,40463,103393,Eukaryota,0,4.0,0.156,0.8719419,98.325,150.0,87.0536957,0.0,0.16879782615310368,0.39761,0.0307911,0.8719419,0,0,-100,0.0,0.0,0.0,0.0,0.8719419
-200,All taxa with neither family nor genus classification,,2,-100,-200,-300,Uncategorized,0,27.0,1.058,-0.5398982,98.1619,186.704,99.26297,0.0,6.012204120000001,2.6839,1004.6601563,-0.3853977,23.0,0.901,-0.3853977,74.9754,53.8696,160.4986877,0.0,-0.3853977
2053607,Candidatus Rokubacteria bacterium,"",1,2053607,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,6.012204120000001,,,100.0,4.0,0.156,100.0,71.605,81.0,32.8268127,0.0,100.0
2137193,cyanobacterium G8-9,"",1,2137193,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,6.012204120000001,,,100.0,4.0,0.156,100.0,92.857,70.0,44.5718651,0.0,100.0
1922406,Beihai levi-like virus 20,"",1,1922406,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,1.5030510300000002,,,100.0,1.0,0.039,100.0,65.1,43.0,307.6526489,0.0,100.0
1923660,Wenzhou sobemo-like virus 4,"",1,1923660,-200,-300,Viruses,0,0,0,-100,0.0,0.0,0.0,0.0,1.5030510300000002,,,100.0,1.0,0.039,100.0,75.5,49.0,307.6526489,0.0,100.0
171925,embryophyte environmental sample,"",1,171925,-200,-300,Eukaryota,0,4.0,0.156,0.1375912,99.123,228.0,112.764473,0.0,0.01158849762967104,0.39761,0.0826849,0.1375912,0,0,-100,0.0,0.0,0.0,0.0,0.1375912
1978231,Acidobacteria bacterium,"",1,1978231,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.00430088132097702,,,0.2861434,1.0,0.039,0.2861434,70.0,50.0,307.6526489,0.0,0.2861434
1909294,Rhizobiales bacterium,"",1,1909294,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00386229403652508,,,-0.2569636,1.0,0.039,-0.2569636,62.0,50.0,307.6526489,0.0,-0.2569636
1970576,Sphingobacteriia bacterium 35-40-8,"",1,1970576,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00427865269929435,,,-0.2846645,1.0,0.039,-0.2846645,56.0,50.0,307.6526489,0.0,-0.2846645
2015570,Alphaproteobacteria bacterium PA2,"",1,2015570,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00434466670053195,,,-0.2890565,1.0,0.039,-0.2890565,91.8,49.0,307.6526489,0.0,-0.2890565
1895841,Sphingobacteriales bacterium 50-39,"",1,1895841,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00455184424840509,,,-0.3028403,1.0,0.039,-0.3028403,100.0,50.0,307.6526489,0.0,-0.3028403
413882,[Polyangium] brachysporum,"",1,413882,-200,-300,Bacteria,0,1.0,0.039,-0.2941944,83.2,143.0,52.7695503,0.0,-0.00619456605339312,0.0994,41.3073997,-0.2941944,0,0,-100,0.0,0.0,0.0,0.0,-0.2941944
1970575,Sphingobacteriia bacterium 35-36-14,"",1,1970575,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.011412071262582122,,,-0.2530868,3.0,0.117,-0.2530868,61.3,29.6667,102.2052078,0.0,-0.2530868
2013719,Betaproteobacteria bacterium HGW-Betaproteobacteria-7,"",1,2013719,-200,-300,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.011833487692067341,,,-0.2624326,3.0,0.117,-0.2624326,54.0953,35.3333,102.1285706,0.0,-0.2624326
32644,unidentified,"",1,32644,-200,-300,Uncategorized,0,2.0,0.078,-0.4354655,100.0,148.0,89.1131058,0.0,-0.0183383490897438,0.19881,12.7145586,-0.4354655,0,0,-100,0.0,0.0,0.0,0.0,-0.4354655
77133,uncultured bacterium,"",1,77133,-200,-300,Bacteria,0,20.0,0.783,-0.5314931,98.534,184.5,99.9023285,0.0,-0.2410104303409637,1.98807,733.6816406,-0.5314931,2.0,0.078,-0.5431247,100.0,49.5,307.6526489,0.0,-0.5314931
265583,Stauroneis,"",2,-100,265583,265582,Eukaryota,0,2.0,0.078,0.6592476,84.211,247.0,59.8961945,0.0,5.14213128,0.19881,0.0136415,0.6592476,0,0,-100,0.0,0.0,0.0,0.0,0.6592476
1003109,Stauroneis acuta,"",1,1003109,265583,265582,Eukaryota,0,2.0,0.078,100.0,84.211,247.0,59.8961945,0.0,5.14213128,0.19881,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
5052,Aspergillus,"",2,-100,5052,1131492,Eukaryota,0,1.0,0.039,-0.2929668,99.3,147.0,87.0654984,0.0,4.6461331800000005,0.0994,9.4254265,-0.2929668,8.0,0.313,-0.3971054,86.1728,52.0,238.6681061,0.0,-0.2929668
51019,Aspergillus heteromorphus,"",1,51019,5052,1131492,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,4.6461331800000005,,,100.0,3.0,0.117,100.0,83.9273,61.6667,123.6938477,0.0,100.0
162425,Aspergillus nidulans,"",1,162425,5052,1131492,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0028827506338402202,,,-0.1861387,1.0,0.039,-0.1861387,81.1,37.0,307.6526489,0.0,-0.1861387
5062,Aspergillus oryzae,"",1,5062,5052,1131492,Eukaryota,0,1.0,0.039,-0.3054676,99.3,147.0,87.0654984,0.0,-0.0034901827457515205,0.0994,0.5317656,-0.3054676,0,0,-100,0.0,0.0,0.0,0.0,-0.3054676
340412,Aspergillus novofumigatus,"",1,340412,5052,1131492,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0040398995278293605,,,-0.2608556,1.0,0.039,-0.2608556,85.1,47.0,307.6526489,0.0,-0.2608556
1069201,Aspergillus luchuensis,"",1,1069201,5052,1131492,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00417282694682022,,,-0.2694387,1.0,0.039,-0.2694387,96.0,50.0,307.6526489,0.0,-0.2694387
306088,Aspergillus steynii,"",1,306088,5052,1131492,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0048986660054436,,,-0.316306,1.0,0.039,-0.316306,95.8,48.0,307.6526489,0.0,-0.316306
5053,Aspergillus aculeatus,"",1,5053,5052,1131492,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00532442061423714,,,-0.3437969,1.0,0.039,-0.3437969,79.6,49.0,307.6526489,0.0,-0.3437969
963,Herbaspirillum,"",2,-100,963,75682,Bacteria,0,14.0,0.548,-0.3412903,91.9551,165.857,75.9160919,0.0,3.23990901,1.39165,11.8722706,-0.2769153,13.0,0.509,-0.2769153,100.0,55.3846,267.2780151,0.0,-0.2769153
2183918,Herbaspirillum sp. XFZ15 10_5,"",1,2183918,963,75682,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,3.23990901,,,100.0,3.0,0.117,100.0,100.0,76.3333,132.6959076,0.0,100.0
863372,Herbaspirillum huttiense,"",1,863372,963,75682,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,0.004376775802094279,,,0.1013171,4.0,0.156,0.1013171,100.0,49.25,307.6526489,0.0,0.1013171
95609,Herbaspirillum sp. B39,"",1,95609,963,75682,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00178814250158778,,,-0.1655734,1.0,0.039,-0.1655734,100.0,49.0,307.6526489,0.0,-0.1655734
92645,Herbaspirillum frisingense,"",1,92645,963,75682,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00267335584114833,,,-0.2475399,1.0,0.039,-0.2475399,100.0,49.0,307.6526489,0.0,-0.2475399
80842,Herbaspirillum rubrisubalbicans,"",1,80842,963,75682,Bacteria,0,5.0,0.195,-0.3156497,93.42,146.8,74.8529816,0.0,-0.025419967323096447,0.49702,1.0122758,-0.20431,2.0,0.078,-0.20431,100.0,49.0,307.6526489,0.0,-0.20431
964,Herbaspirillum seropedicae,"",1,964,963,75682,Bacteria,0,9.0,0.352,-0.3157882,91.1413,176.444,76.5066986,0.0,-0.04371355183853008,0.89463,3.7300086,-0.2674424,2.0,0.078,-0.2674424,100.0,49.0,307.6526489,0.0,-0.2674424
3705,Brassica,"",2,-100,3705,3700,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1.81646244,,,-0.4657596,1.0,0.039,-0.4657596,100.0,49.0,307.6526489,0.0,-0.4657596
3707,Brassica juncea,"",1,3707,3705,3700,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1.81646244,,,100.0,1.0,0.039,100.0,100.0,49.0,307.6526489,0.0,100.0
262,Francisella,"",2,-100,262,34064,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.5474185999999999,,,-0.198387,2.0,0.078,-0.198387,94.85,48.5,307.6526489,0.0,-0.198387
2047875,Francisella sp.,"",1,2047875,262,34064,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.5474185999999999,,,100.0,2.0,0.078,100.0,94.85,48.5,307.6526489,0.0,100.0
12916,Acidovorax,"",2,-100,12916,80864,Bacteria,0,2.0,0.078,-0.4019739,100.0,150.0,90.4814835,0.0,1.39225398,0.19881,176.0119629,-0.3569882,1.0,0.039,-0.3569882,64.6,48.0,307.6526489,0.0,-0.3569882
86669,Acidovorax defluvii,"",1,86669,12916,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.39225398,,,100.0,1.0,0.039,100.0,64.6,48.0,307.6526489,0.0,100.0
1858609,Acidovorax sp. T1,"",1,1858609,12916,80864,Bacteria,0,2.0,0.078,-0.4374148,100.0,150.0,90.4814835,0.0,-0.013714687979750161,0.19881,13.5788488,-0.4374148,0,0,-100,0.0,0.0,0.0,0.0,-0.4374148
407,Methylobacterium,"",2,-100,407,119045,Bacteria,0,1.0,0.039,-0.3379958,84.4,128.0,48.0132294,0.0,1.31818362,0.0994,296.3916016,-0.3379958,0,0,-100,0.0,0.0,0.0,0.0,-0.3379958
2051553,Methylobacterium currus,"",1,2051553,407,119045,Bacteria,0,1.0,0.039,100.0,84.4,128.0,48.0132294,0.0,1.31818362,0.0994,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
35571,Bradysia,"",2,-100,35571,7184,Eukaryota,0,6.0,0.235,2.0940671,99.457,368.0,307.6526489,0.0,1.2769625028883465,0.59642,0.0147141,2.0940671,0,0,-100,0.0,0.0,0.0,0.0,2.0940671
560708,Bradysia amoena,"",1,560708,35571,7184,Eukaryota,0,6.0,0.235,2.5948944,99.457,368.0,307.6526489,0.0,1.2769625028883465,0.59642,0.0100213,2.5948944,0,0,-100,0.0,0.0,0.0,0.0,2.5948944
1073,Rhodopseudomonas,"",2,-100,1073,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.22529342,,,-0.3141778,1.0,0.039,-0.3141778,83.7,49.0,307.6526489,0.0,-0.3141778
99655,Rhodopseudomonas faecalis,"",1,99655,1073,41294,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.22529342,,,100.0,1.0,0.039,100.0,83.7,49.0,307.6526489,0.0,100.0
20,Phenylobacterium,"",2,-100,20,76892,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.21262778,,,-0.3109302,1.0,0.039,-0.3109302,81.6,49.0,307.6526489,0.0,-0.3109302
2170551,Phenylobacterium sp. LX32,"",1,2170551,20,76892,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.21262778,,,100.0,1.0,0.039,100.0,81.6,49.0,307.6526489,0.0,100.0
6333,Trichinella,"",2,-100,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1.13467107,,,-0.2909413,5.0,0.195,-0.2909413,93.5156,39.4,189.0578308,0.0,-0.2909413
268475,Trichinella zimbabwensis,"",1,268475,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,1.13467107,,,100.0,1.0,0.039,100.0,100.0,50.0,307.6526489,0.0,100.0
6337,Trichinella pseudospiralis,"",1,6337,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00204068889932895,,,-0.1798485,1.0,0.039,-0.1798485,100.0,44.0,307.6526489,0.0,-0.1798485
990121,Trichinella patagoniensis,"",1,990121,6333,6332,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,-0.009512426411001541,,,-0.2794474,3.0,0.117,-0.2794474,89.1927,34.3333,109.994606,0.0,-0.2794474
335058,Pelomonas,"",2,-100,335058,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.11912372,,,-0.2869548,26.0,1.019,-0.2869548,76.591,50.9231,236.71521,0.0,-0.2869548
2056841,Pelomonas sp. HMWF004,"",1,2056841,335058,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.11912372,,,100.0,1.0,0.039,100.0,91.8,49.0,307.6526489,0.0,100.0
2135721,Pelomonas sp. BT06,"",1,2135721,335058,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.11912372,,,100.0,1.0,0.039,100.0,93.9,49.0,307.6526489,0.0,100.0
1736430,Pelomonas sp. Root1217,"",1,1736430,335058,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00317115009211572,,,-0.2833601,1.0,0.039,-0.2833601,96.0,50.0,307.6526489,0.0,-0.2833601
1736529,Pelomonas sp. Root405,"",1,1736529,335058,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0031753613546740803,,,-0.2837364,1.0,0.039,-0.2837364,91.8,49.0,307.6526489,0.0,-0.2837364
1736434,Pelomonas sp. Root1237,"",1,1736434,335058,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.0031802149942477195,,,-0.2841701,1.0,0.039,-0.2841701,95.9,49.0,307.6526489,0.0,-0.2841701
431059,Pelomonas puraquae,"",1,431059,335058,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.00968736210243516,,,-0.2885401,3.0,0.117,-0.2885401,98.6667,44.0,307.6526489,0.0,-0.2885401
1736464,Pelomonas sp. Root1444,"",1,1736464,335058,80864,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,-0.058638473754003,,,-0.2898545,18.0,0.705,-0.2898545,68.1092,52.5556,205.1874542,0.0,-0.2898545
92793,Aquabacterium,"",2,-100,92793,-300,Bacteria,0,1.0,0.039,-0.2734037,89.5,143.0,65.1191864,0.0,1.0662744300000002,0.0994,0.4912893,-0.2734037,0,0,-100,0.0,0.0,0.0,0.0,-0.2734037
1296669,Aquabacterium olei,"",1,1296669,92793,-300,Bacteria,0,1.0,0.039,100.0,89.5,143.0,65.1191864,0.0,1.0662744300000002,0.0994,0.0,100.0,0,0,-100,0.0,0.0,0.0,0.0,100.0
1663,Arthrobacter,"",2,-100,1663,1268,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.03406316,,,-0.2651444,1.0,0.039,-0.2651444,91.8,49.0,307.6526489,0.0,-0.2651444
1258920,Arthrobacter sp. MDT2-14,"",1,1258920,1663,1268,Bacteria,0,0,0,-100,0.0,0.0,0.0,0.0,1.03406316,,,100.0,1.0,0.039,100.0,91.8,49.0,307.6526489,0.0,100.0
5629,Laetiporus,"",2,-100,5629,2028212,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,0.8553694680699583,,,1.4790692,10.0,0.391,1.4790692,81.481,81.0,43.7144432,0.0,1.4790692
5630,Laetiporus sulphureus,"",1,5630,5629,2028212,Eukaryota,0,0,0,-100,0.0,0.0,0.0,0.0,0.8553694680699583,,,1.4790692,10.0,0.391,1.4790692,81.481,81.0,43.7144432,0.0,1.4790692
1260838,Phytosciara,"",2,-100,1260838,7184,Eukaryota,0,2.0,0.078,2.2500346,100.0,150.0,90.4814835,0.0,0.39488714469337854,0.19881,0.004937,2.2500346,0,0,-100,0.0,0.0,0.0,0.0,2.2500346
1260839,Phytosciara flavipes,"",1,1260839,1260838,7184,Eukaryota,0,2.0,0.078,2.2500346,100.0,150.0,90.4814835,0.0,0.39488714469337854,0.19881,0.004937,2.2500346,0,0,-100,0.0,0.0,0.0,0.0,2.2500346
4398,Liquidambar,sweet gum trees,2,-100,4398,91829,Eukaryota,0,5.0,0.195,1.3644204,98.529,476.0,307.6526489,0.0,0.3630203904475512,0.49702,0.0322711,1.3644204,0,0,-100,0.0,0.0,0.0,0.0,1.3644204
4400,Liquidambar styraciflua,sweet gum,1,4400,4398,91829,Eukaryota,0,5.0,0.195,1.3644204,98.529,476.0,307.6526489,0.0,0.3630203904475512,0.49702,0.0322711,1.3644204,0,0,-100,0.0,0.0,0.0,0.0,1.3644204
